timestamp,datetime,old_range_low,old_range_high,new_range_low,new_range_high,price,trigger,time_since_last,price_change_pct,volatility,rebalance_cost,swap_fee,slippage,gas_cost,portfolio_value
1738142327,2025-01-29 09:18:47,1732,1746,1745,1759,1.191521685870423,time,180912,0.12534158561568381,0.0788705609064514,5.008936431908506,5.000000019264477,6.076477100559408e-36,0.008936412644028172,9994.991102097045
1738323287,2025-01-31 11:34:47,1745,1759,1741,1755,1.1910051393512842,time,180960,-0.043351835326559736,0.0628563059392276,5.006428102164407,4.997495563619273,6.067350713021532e-36,0.008932538545134632,9989.984699136381
1738504331,2025-02-02 13:52:11,1741,1755,1744,1758,1.1914273012366194,time,181044,0.03544584917284441,0.0237454740565113,5.003928861067036,4.9949931563077605,6.058240921175558e-36,0.008935704759274646,9984.982383754454
1738685447,2025-02-04 16:10:47,1744,1758,1744,1758,1.1914611319773265,time,181116,0.002839513638133836,0.2166102564162519,5.00141575514316,4.99247979665333,6.049100441404284e-36,0.00893595848982995,9979.958177551518
1738866359,2025-02-06 18:25:59,1744,1758,1751,1765,1.1922071371969256,time,180912,0.06261263582816626,0.0036029680166968,4.998920386166084,4.9899788326371075,6.040014172169828e-36,0.008941553528976943,9974.958744888048
1739047271,2025-02-08 20:41:11,1751,1765,1754,1768,1.192576392182979,time,180912,0.030972385127774494,0.0137244297280844,4.996423878229665,4.987479555288293,6.03094312503623e-36,0.008944322941372344,9969.962686698356
1739228171,2025-02-10 22:56:11,1754,1768,1754,1768,1.1926228438963733,time,180900,0.0038950723575205833,0.0109703890408197,4.993926921369625,4.984982250040402,6.02188831146489e-36,0.0089446713292228,9964.970573159435
1739409599,2025-02-13 01:19:59,1754,1768,1760,1774,1.1933701333555484,time,181428,0.06265932796773248,0.0018975611597617,4.991436414515046,4.982486138514879,6.012846887391579e-36,0.008950276000166613,9959.980840615242
1739591219,2025-02-15 03:46:59,1760,1774,1764,1778,1.1938380898783687,time,181620,0.03921302450434775,0.0030600492350797,4.988944945138167,4.979991159464079,6.003818613768048e-36,0.008953785674087765,9954.99337398302
1739772839,2025-02-17 06:13:59,1764,1778,1766,1780,1.194020939847006,time,181620,0.015316144642026514,0.0089046628369341,4.986452756060447,4.977497599011595,5.994804507554532e-36,0.008955157048852547,9950.008745267129
1739953979,2025-02-19 08:32:59,1766,1780,1767,1781,1.194195745373724,time,181140,0.014640072119697502,0.0036979821483821,4.983961827899477,4.975005359809174,5.985804197437342e-36,0.00895646809030293,9945.026757790447
1740135239,2025-02-21 10:53:59,1767,1781,1769,1783,1.194391155239154,time,181260,0.016363302765647653,0.0137478328109392,4.981472299705374,4.97251436604108,5.976817391178407e-36,0.008957933664293656,9940.047259782456
1740316343,2025-02-23 13:12:23,1769,1783,1767,1781,1.1942111140334022,time,181104,-0.015073889735538006,0.0445444964739746,4.978981081646712,4.970024498291461,5.9678436405955915e-36,0.008956583355250517,9935.070015501275
1740497363,2025-02-25 15:29:23,1767,1781,1766,1780,1.194054189504909,time,181020,-0.013140434438190272,0.0332662133030424,4.976491172302207,4.96753576588092,5.95888296253314e-36,0.008955406421286819,9930.095040589538
