block,timestamp,datetime,sqrtPriceX96,tick,price,liquidity,observationIndex,observationCardinality,observationCardinalityNext,feeProtocol,unlocked,price_change,price_change_pct,liquidity_change,liquidity_change_pct,time_diff_seconds,est_volatility_daily,daily_volume_usd,daily_volume_token0,daily_volume_token1,tvl_usd,fees_usd
21802243,1739023103,2025-02-08 21:58:23,86515682666832060311917734141,1759,1.1924234563719238,15064812571666604496888051,105,180,180,0,True,0.00027676924139918846,0.023216039132345954,-12422150520609701594564577,-45.192880999284576,12060.0,0.06214001367127243,55875168.49101333,17836.223719879446,21263.73845413046,19042540.356139656,5587.516849101333
21803243,1739035187,2025-02-09 01:19:47,86519010242928986749957815360,1760,1.1925151843910535,14316130195968322121414773,108,180,180,0,True,9.172801912971096e-05,0.007692570842979162,-748682375698282375473278,-4.969742385686093,12084.0,0.020569466009867754,26923276.708335552,8544.210762008448,10192.508925164915,19020213.750608932,2692.327670833555
21804243,1739047271,2025-02-09 04:41:11,86521230579280160877513184789,1761,1.192576392182979,15411555559349381590220821,111,180,180,0,True,6.120779192553272e-05,0.005132663527197592,1095425363381059468806048,7.651686233543412,12084.0,0.013724429728084441,26923276.708335552,8544.210762008448,10192.508925164915,19020213.750608932,2692.327670833555
21805243,1739059331,2025-02-09 08:02:11,86520447790562597105057992055,1761,1.192554812944788,15411555559349381590220821,112,180,180,0,True,-2.157923819101626e-05,-0.0018094638073051273,0,0.0,12060.0,0.0048432079685356445,26923276.708335552,8544.210762008448,10192.508925164915,19020213.750608932,2692.327670833555
21806243,1739071343,2025-02-09 11:22:23,86519201582249855868197648180,1760,1.1925204589612821,14316130195968322121414773,113,180,180,0,True,-3.435398350593033e-05,-0.0028807047804452427,-1095425363381059468806048,-7.107818280657091,12012.0,0.007725880079833531,26923276.708335552,8544.210762008448,10192.508925164915,19020213.750608932,2692.327670833555
21807243,1739083427,2025-02-09 14:43:47,86516776262970609713490296085,1760,1.1924536020724248,14318123072199029132720528,116,180,180,0,True,-6.68568888573251e-05,-0.005606351518326091,1992876230707011305755,0.013920495297452946,12084.0,0.014991042572045818,26923276.708335552,8544.210762008448,10192.508925164915,19020213.750608932,2692.327670833555
21808243,1739095523,2025-02-09 18:05:23,86517148033445237031544126831,1760,1.1924638502581117,14318123072199029132720528,116,180,180,0,True,1.024818568695629e-05,0.0008594200788311978,0,0.0,12096.0,0.002296896775928996,26923276.708335552,8544.210762008448,10192.508925164915,19020213.750608932,2692.327670833555
21809243,1739107535,2025-02-09 21:25:35,86522691574962443021278402889,1761,1.1926166681628454,15413550320758370609259137,120,180,180,0,True,0.00015281790473364865,0.012815307122356021,1095427248559341476538609,7.650634395553507,12012.0,0.034369896799440934,26923276.708335552,8544.210762008448,10192.508925164915,19020213.750608932,2692.327670833555
21810243,1739119571,2025-02-10 00:46:11,86523567205371855974722641359,1761,1.1926408074189556,15413550320758370609259137,120,180,180,0,True,2.4139256110222718e-05,0.002024058253974246,0,0.0,12036.0,0.005422989822562672,29418326.771972552,9254.947449469631,11042.182505033636,19271141.65160816,2941.832677197255
21811243,1739131691,2025-02-10 04:08:11,86529227492425198519145786937,1763,1.1927968553109074,5542070819642555905539681,122,180,180,0,True,0.0001560478919517827,0.013084232149450977,-9871479501115814703719456,-64.04416435985738,12120.0,0.03493444132750065,29418326.771972552,9254.947449469631,11042.182505033636,19271141.65160816,2941.832677197255
21812243,1739143751,2025-02-10 07:29:11,86522770675313262719344107252,1761,1.1926188487801668,15413531523700201564067362,127,180,180,0,True,-0.00017800653074062645,-0.014923457414232393,9871460704057645658527681,178.11863156043754,12060.0,0.039944102542927865,29418326.771972552,9254.947449469631,11042.182505033636,19271141.65160816,2941.832677197255
21813243,1739155835,2025-02-10 10:50:35,86521638244030945777094834552,1761,1.1925876304073968,15413531523700201564067362,127,180,180,0,True,-3.121837276998107e-05,-0.002617632012265429,0,0.0,12084.0,0.0069993886051471395,29418326.771972552,9254.947449469631,11042.182505033636,19271141.65160816,2941.832677197255
21814243,1739167871,2025-02-10 14:11:11,86521085819319502502488794474,1761,1.1925724015516384,15413531523700201564067362,127,180,180,0,True,-1.522885575844235e-05,-0.0012769590569407516,0,0.0,12036.0,0.0034213125813062867,29418326.771972552,9254.947449469631,11042.182505033636,19271141.65160816,2941.832677197255
21815243,1739179943,2025-02-10 17:32:23,86520455711852555228306292155,1761,1.192555031311039,15894654382446797406791851,128,180,180,0,True,-1.7370240599445808e-05,-0.001456535517411408,481122858746595842724489,3.1214316979000576,12072.0,0.0038966225290958147,29418326.771972552,9254.947449469631,11042.182505033636,19271141.65160816,2941.832677197255
21816243,1739191991,2025-02-10 20:53:11,86522030661964721426664410038,1761,1.1925984483679568,15894654382446797406791851,128,180,180,0,True,4.341705691790487e-05,0.0036406753380742694,0,0.0,12048.0,0.009749477552877975,29418326.771972552,9254.947449469631,11042.182505033636,19271141.65160816,2941.832677197255
21817243,1739204063,2025-02-11 00:14:23,86519312539423086838843862809,1760,1.1925235176761475,14799229019065737937985803,129,180,180,0,True,-7.493069180930512e-05,-0.00628297746922663,-1095425363381059468806048,-6.8917847285235,12072.0,0.01680864713817664,34983369.204029426,11072.462047913368,13211.968151015379,16674101.250121912,3498.3369204029427
21818243,1739216123,2025-02-11 03:35:23,86521143404477111327327136329,1761,1.1925739890142066,15894670814678450679438596,134,180,180,0,True,5.047133805913262e-05,0.004232313854697419,1095441795612712741452793,7.40201934980169,12060.0,0.011328204578428357,34983369.204029426,11072.462047913368,13211.968151015379,16674101.250121912,3498.3369204029427
21819243,1739228171,2025-02-11 06:56:11,86522915595140014729146707831,1761,1.1926228438963733,15894670814678450679438596,136,180,180,0,True,4.885488216666012e-05,0.0040965912904946085,0,0.0,12048.0,0.010970389040819723,34983369.204029426,11072.462047913368,13211.968151015379,16674101.250121912,3498.3369204029427
21820243,1739240243,2025-02-11 10:17:23,86522629863808336207491925249,1761,1.1926149669276338,15894670814678450679438596,136,180,180,0,True,-7.876968739495283e-06,-0.0006604744140034023,0,0.0,12072.0,0.0017669459142822112,34983369.204029426,11072.462047913368,13211.968151015379,16674101.250121912,3498.3369204029427
21821243,1739252327,2025-02-11 13:38:47,86529984498687079754079624971,1763,1.192817725915316,5548088325886646206125344,139,180,180,0,True,0.0002027589876822944,0.017001211061826085,-10346582488791804473313252,-65.09466354746345,12084.0,0.04546020312337949,34983369.204029426,11072.462047913368,13211.968151015379,16674101.250121912,3498.3369204029427
21822243,1739264363,2025-02-11 16:59:23,86531387958689800994016577435,1763,1.1928564196826787,5548088325886646206125344,140,180,180,0,True,3.8693767362651954e-05,0.0032438960724665666,0,0.0,12036.0,0.008691259429858805,34983369.204029426,11072.462047913368,13211.968151015379,16674101.250121912,3498.3369204029427
21823243,1739276423,2025-02-11 20:20:23,86530963068341838879571391108,1763,1.1928447052759912,13197474195150141869545068,142,180,180,0,True,-1.1714406687568513e-05,-0.0009820466649862818,7649385869263495663419724,137.8742626279483,12060.0,0.0026285445523328856,34983369.204029426,11072.462047913368,13211.968151015379,16674101.250121912,3498.3369204029427
21824243,1739288519,2025-02-11 23:41:59,86536296643203037940198375629,1764,1.1929917583626874,10052735992994963192160354,145,180,180,0,True,0.00014705308669626938,0.012327932214968869,-3144738202155178677384714,-23.828333783072058,12096.0,0.03294778473984764,34983369.204029426,11072.462047913368,13211.968151015379,16674101.250121912,3498.3369204029427
21825243,1739300579,2025-02-12 03:02:59,86540433253320438482657974859,1765,1.1931058159297236,9564532746535106913413872,147,180,180,0,True,0.00011405756703619652,0.009560633276522712,-488203246459856278746482,-4.856421642824903,12060.0,0.0255899759266606,54402349.220172904,17370.779646200805,20727.02706974711,18032933.022087313,5440.234922017291
21826243,1739312639,2025-02-12 06:23:59,86531059613254978738361045462,1763,1.1928473670550501,10052735809438108286307333,150,180,180,0,True,-0.0002584488746735225,-0.02166185691351501,488203062903001372893461,5.104306460551982,12060.0,0.05798009199922258,54402349.220172904,17370.779646200805,20727.02706974711,18032933.022087313,5440.234922017291
21827243,1739324699,2025-02-12 09:44:59,86523555013473618286888405682,1761,1.192640471312741,8251478852856243952256903,155,180,180,0,True,-0.00020689574230914332,-0.0173446953921637,-1801256956581864334050430,-17.918077135686154,12060.0,0.046424784290247614,54402349.220172904,17370.779646200805,20727.02706974711,18032933.022087313,5440.234922017291
21828243,1739336915,2025-02-12 13:08:35,86529420841840685779542456986,1763,1.1928021859220574,10052735809438108286307333,157,180,180,0,True,0.00016171460931646564,0.013559376292040983,1801256956581864334050430,21.829504610053753,12216.0,0.03606052725384256,54402349.220172904,17370.779646200805,20727.02706974711,18032933.022087313,5440.234922017291
21829243,1739349143,2025-02-12 16:32:23,86529460076635257234468360857,1763,1.1928032676202565,10052735809438108286307333,157,180,180,0,True,1.081698199012493e-06,9.068546417663721e-05,0,0.0,12228.0,0.00024105538431097237,54402349.220172904,17370.779646200805,20727.02706974711,18032933.022087313,5440.234922017291
21830243,1739361299,2025-02-12 19:54:59,86533662680523584354766531254,1764,1.192919135704491,10293144894093798060851157,159,180,180,0,True,0.00011586808423458272,0.009713930819937253,240409084655689774543824,2.39147918748625,12156.0,0.025897421883916492,54402349.220172904,17370.779646200805,20727.02706974711,18032933.022087313,5440.234922017291
21831243,1739373431,2025-02-12 23:17:11,86546244402525056195333316207,1767,1.1932660542931581,1411841757695623933526598,168,180,180,0,True,0.0003469185886670889,0.029081484090890404,-8881303136398174127324559,-86.28366964400027,12132.0,0.07760813305579677,54402349.220172904,17370.779646200805,20727.02706974711,18032933.022087313,5440.234922017291
21832243,1739385491,2025-02-13 02:38:11,86550305700199515175712725771,1767,1.1933780481154705,6649083938477867539880697,175,180,180,0,True,0.00011199382231241728,0.009385486322139435,5237242180782243606354099,370.9510752345469,12060.0,0.0251211778652077,7605161.961655639,2378.4593162564424,2838.785611759671,16607873.582431309,760.516196165564
21833243,1739397539,2025-02-13 05:58:59,86550325486537026954354772262,1767,1.1933785937538326,7016783529680149460472496,5,180,180,0,True,5.456383620483507e-07,4.572217185576679e-05,367699591202281920591799,5.53007894928842,12048.0,0.00012244082396328576,7605161.961655639,2378.4593162564424,2838.785611759671,16607873.582431309,760.516196165564
21834243,1739409599,2025-02-13 09:19:59,86550018688875785214375850511,1767,1.1933701333555484,13231933472448607873343009,9,180,180,0,True,-8.460398284171333e-06,-0.0007089450345810816,6215149942768458412870513,88.57548357419212,12060.0,0.001897561159761774,7605161.961655639,2378.4593162564424,2838.785611759671,16607873.582431309,760.516196165564
21835243,1739421671,2025-02-13 12:41:11,86550868870119443888127992642,1768,1.193393578431647,8263250167280372386451103,11,180,180,0,True,2.3445076098527196e-05,0.001964610596764621,-4968683305168235486891906,-37.55069745108661,12072.0,0.005255859414852218,7605161.961655639,2378.4593162564424,2838.785611759671,16607873.582431309,760.516196165564
21836243,1739433767,2025-02-13 16:02:47,86553113495244240662504235257,1768,1.193455478583086,14240258922711205405079927,12,180,180,0,True,6.19001514390316e-05,0.005186901669135888,5977008755430833018628824,72.33241925916428,12096.0,0.013862577817708844,7605161.961655639,2378.4593162564424,2838.785611759671,16607873.582431309,760.516196165564
21837243,1739445839,2025-02-13 19:23:59,86553066739355393275576141701,1768,1.1934541891769772,14216048216236386680659760,14,180,180,0,True,-1.28940610877315e-06,-0.00010803973268479023,-24210706474818724420167,-0.17001591478232225,12072.0,0.00028903521499100643,7605161.961655639,2378.4593162564424,2838.785611759671,16607873.582431309,760.516196165564
21838243,1739457947,2025-02-13 22:45:47,86559854802485637917952120479,1770,1.1936413936368735,13987302657064400114235464,19,180,180,0,True,0.0001872044598962841,0.0156859359658692,-228745559171986566424296,-1.6090657241210848,12108.0,0.04190164787275603,7605161.961655639,2378.4593162564424,2838.785611759671,16607873.582431309,760.516196165564
21839243,1739470067,2025-02-14 02:07:47,86559779323073923241276651375,1770,1.193639311948749,13553803486069745198377996,20,180,180,0,True,-2.0816881245444563e-06,-0.00017439811786367572,-433499170994654915857468,-3.099233509297896,12120.0,0.0004656368632522901,8475863.565306297,2621.2453061472156,3129.151347374,16965203.668604534,847.5863565306296
21840243,1739482139,2025-02-14 05:28:59,86558727159810226340048642804,1769,1.1936102939496047,19762173466788572731235629,22,180,180,0,True,-2.9017999144231865e-05,-0.0024310525678696653,6208369980718827532857633,45.80537106871611,12072.0,0.006503716587847195,8475863.565306297,2621.2453061472156,3129.151347374,16965203.668604534,847.5863565306296
21841243,1739494283,2025-02-14 08:51:23,86558467775706874130478927667,1769,1.1936031403538407,19762173466788572731235629,22,180,180,0,True,-7.153595763975673e-06,-0.0005993242350738058,0,0.0,12144.0,0.001598592723191646,8475863.565306297,2621.2453061472156,3129.151347374,16965203.668604534,847.5863565306296
21842243,1739506379,2025-02-14 12:12:59,86558220055356720436597666108,1769,1.1935963084546086,19762173466788572731235629,22,180,180,0,True,-6.831899232118133e-06,-0.0005723761107140547,0,0.0,12096.0,0.0015297395019044156,8475863.565306297,2621.2453061472156,3129.151347374,16965203.668604534,847.5863565306296
21843243,1739518475,2025-02-14 15:34:35,86557980868712975531836212011,1769,1.1935897119256969,19770558405623662140819774,23,180,180,0,True,-6.596528911773092e-06,-0.0005526599625893491,8384938835089409584145,0.042429234057583615,12096.0,0.0014770458795690343,8475863.565306297,2621.2453061472156,3129.151347374,16965203.668604534,847.5863565306296
21844243,1739530547,2025-02-14 18:55:47,86559842034319253741767474259,1770,1.193641041496477,13564155073871690857576427,27,180,180,0,True,5.132957078024525e-05,0.004300436763771353,-6206403331751971283243347,-31.392149905015245,12072.0,0.011504819881388567,8475863.565306297,2621.2453061472156,3129.151347374,16965203.668604534,847.5863565306296
21845243,1739542655,2025-02-14 22:17:35,86564654568228852108843401055,1771,1.1937737727386342,13801441271061028438628035,32,180,180,0,True,0.00013273124215706922,0.011119862466413104,237286197189337581051608,1.7493621673967465,12108.0,0.029704351877691684,8475863.565306297,2621.2453061472156,3129.151347374,16965203.668604534,847.5863565306296
21846243,1739554763,2025-02-15 01:39:23,86566896542419306492664269894,1771,1.1938356096317586,14601235917876090326769881,34,180,180,0,True,6.183689312444507e-05,0.005179950719019833,799794646815061888141846,5.795008152460698,12108.0,0.013837138663505392,3417784.082093563,1057.6208718725866,1262.7070982246905,17200628.096524563,341.7784082093563
21847243,1739566919,2025-02-15 05:01:59,86566712196560958784326660449,1771,1.1938305250457413,14601235551429148894131834,35,180,180,0,True,-5.084586017334303e-06,-0.00042590336360486474,-366446941432638047,-2.5096981070212155e-06,12156.0,0.0011354619765683606,3417784.082093563,1057.6208718725866,1262.7070982246905,17200628.096524563,341.7784082093563
21848243,1739579099,2025-02-15 08:24:59,86566490397422087085637253930,1771,1.193824407446113,14601235551429148894131834,35,180,180,0,True,-6.117599628208126e-06,-0.0005124345122582396,0,0.0,12180.0,0.0013648081231978524,3417784.082093563,1057.6208718725866,1262.7070982246905,17200628.096524563,341.7784082093563
21849243,1739591219,2025-02-15 11:46:59,86566986465662703699198050560,1771,1.1938380898783687,18339039396066001134055146,36,180,180,0,True,1.3682432255635035e-05,0.0011461008981132456,3737803844636852239923312,25.5992298149796,12120.0,0.0030600492350797226,3417784.082093563,1057.6208718725866,1262.7070982246905,17200628.096524563,341.7784082093563
21850243,1739603279,2025-02-15 15:07:59,86566756896948642929616022237,1771,1.19383175796079,18339039396066001134055146,36,180,180,0,True,-6.33191757870577e-06,-0.0005303832766259688,0,0.0,12060.0,0.0014196230404622686,3417784.082093563,1057.6208718725866,1262.7070982246905,17200628.096524563,341.7784082093563
21851243,1739615423,2025-02-15 18:30:23,86566290880824313998463299798,1771,1.1938189044504726,19360604827336184632618290,37,180,180,0,True,-1.2853510317434313e-05,-0.00107666010991278,1021565431270183498563144,5.57044133668923,12144.0,0.002871802801108705,3417784.082093563,1057.6208718725866,1262.7070982246905,17200628.096524563,341.7784082093563
21852243,1739627555,2025-02-15 21:52:35,86569451279551221653761185962,1772,1.1939060749317185,15367012337217552412327170,43,180,180,0,True,8.717048124595728e-05,0.0073018177984107875,-3993592490118632220291120,-20.627415960062795,12132.0,0.019485953518643108,3417784.082093563,1057.6208718725866,1262.7070982246905,17200628.096524563,341.7784082093563
21853243,1739639651,2025-02-16 01:14:11,86570003022916865930774036595,1772,1.1939212935069894,15368266629948702856601904,44,180,180,0,True,1.5218575270870005e-05,0.0012746878159356364,1254292731150444274734,0.008162241974080137,12096.0,0.00340674648737594,2820211.737700349,878.7212586880472,1049.1949788644743,16757088.383044766,282.0211737700349
21854243,1739651759,2025-02-16 04:35:59,86570019600051645878524133715,1772,1.1939217507507323,15368266629948702856601904,44,180,180,0,True,4.57243742868485e-07,3.829764536030601e-05,0,0.0,12108.0,0.00010230402914655202,2820211.737700349,878.7212586880472,1049.1949788644743,16757088.383044766,282.0211737700349
21855243,1739663915,2025-02-16 07:58:35,86569985143278374159051946977,1772,1.19392080033665,15368266629948702856601904,44,180,180,0,True,-9.504140823235474e-07,-7.96043862779057e-05,0,0.0,12156.0,0.00021222596840178996,2820211.737700349,878.7212586880472,1049.1949788644743,16757088.383044766,282.0211737700349
21856243,1739676011,2025-02-16 11:20:11,86570029294229350244786289615,1772,1.1939220181433081,15368266629948702856601904,44,180,180,0,True,1.2178066581824964e-06,0.00010200062331095256,0,0.0,12096.0,0.00027260813261926564,2820211.737700349,878.7212586880472,1049.1949788644743,16757088.383044766,282.0211737700349
21857243,1739688143,2025-02-16 14:42:23,86570105155688553425189835583,1772,1.1939241106158855,15368266629948702856601904,44,180,180,0,True,2.0924725774307262e-06,0.0001752604060929182,0,0.0,12132.0,0.00046770766144403197,2820211.737700349,878.7212586880472,1049.1949788644743,16757088.383044766,282.0211737700349
21858243,1739700251,2025-02-16 18:04:11,86570194109976501312991075967,1772,1.1939265642278682,15368266629948702856601904,44,180,180,0,True,2.45361198270011e-06,0.0002055082028148686,0,0.0,12108.0,0.0005489715352688161,2820211.737700349,878.7212586880472,1049.1949788644743,16757088.383044766,282.0211737700349
21859243,1739712311,2025-02-16 21:25:11,86571081210759002516587526578,1772,1.1939510331256649,15367524506263679618997960,45,180,180,0,True,2.446889779661454e-05,0.002049447472712777,-742123685023237603944,-0.004828935512981237,12060.0,0.0054855478683050385,2820211.737700349,878.7212586880472,1049.1949788644743,16757088.383044766,282.0211737700349
21860243,1739724407,2025-02-17 00:46:47,86571417399087131929205719051,1772,1.1939603062726665,15367524506263679618997960,45,180,180,0,True,9.273147001609416e-06,0.000776677329666786,0,0.0,12096.0,0.0020757574769197065,4840800.359398807,1482.1292612867112,1769.7370979543975,10735657.024305338,484.08003593988076
21861243,1739736515,2025-02-17 04:08:35,86571309230669984056695238601,1772,1.1939573226385831,15288899468620900797439404,49,180,180,0,True,-2.983634083353337e-06,-0.0002498939091759019,-78625037642778821558556,-0.5116311193174403,12108.0,0.0006675385269083556,4840800.359398807,1482.1292612867112,1769.7370979543975,10735657.024305338,484.08003593988076
21862243,1739748587,2025-02-17 07:29:47,86572061195907389878634808919,1772,1.1939780643440927,15288899468620900797439404,49,180,180,0,True,2.0741705509585984e-05,0.0017372233593532392,0,0.0,12072.0,0.004647537666749058,4840800.359398807,1482.1292612867112,1769.7370979543975,10735657.024305338,484.08003593988076
21863243,1739760719,2025-02-17 10:51:59,86572171941887985812786889669,1773,1.1939811191022744,2161631398184988741016078,50,180,180,0,True,3.0547581817419456e-06,0.00025584709409381533,-13127268070435912056423326,-85.8614323246644,12132.0,0.0006827648567836154,4840800.359398807,1482.1292612867112,1769.7370979543975,10735657.024305338,484.08003593988076
21864243,1739772839,2025-02-17 14:13:59,86573615574271109235089289611,1773,1.194020939847006,2161631398184988741016078,50,180,180,0,True,3.982074473163344e-05,0.003335123486841542,0,0.0,12120.0,0.008904662836934156,4840800.359398807,1482.1292612867112,1769.7370979543975,10735657.024305338,484.08003593988076
21865243,1739784959,2025-02-17 17:35:59,86573135091165369854966512839,1773,1.1940076862640605,8097139291040340320701668,51,180,180,0,True,-1.3253582945571551e-05,-0.001109995855455414,5935507892855351579685590,274.58464462715955,12120.0,0.002963650036414492,4840800.359398807,1482.1292612867112,1769.7370979543975,10735657.024305338,484.08003593988076
21866243,1739797043,2025-02-17 20:57:23,86573888957612932003466887373,1773,1.1940284808500699,8097139291040340320701668,51,180,180,0,True,2.0794586009342808e-05,0.0017415789067830162,0,0.0,12084.0,0.004656875946650665,4840800.359398807,1482.1292612867112,1769.7370979543975,10735657.024305338,484.08003593988076
21867243,1739809139,2025-02-18 00:18:59,86572677617995337774119485337,1773,1.1939950674525202,8097139291040340320701668,51,180,180,0,True,-3.341339754969752e-05,-0.0027983752553297036,0,0.0,12096.0,0.0074789724607641425,2440564.7524876413,761.5713572152007,909.4762725270679,14749188.327477932,244.05647524876412
21868243,1739821199,2025-02-18 03:39:59,86576129603244395668774054412,1773,1.1940902876916715,8097139291040340320701668,51,180,180,0,True,9.522023915131683e-05,0.00797492734659922,0,0.0,12060.0,0.02134567793929299,2440564.7524876413,761.5713572152007,909.4762725270679,14749188.327477932,244.05647524876412
21869243,1739833259,2025-02-18 07:00:59,86576018168242072405161415188,1773,1.1940872137873757,8097139291040340320701668,51,180,180,0,True,-3.0739042957694807e-06,-0.0002574264548882421,0,0.0,12060.0,0.0006890272425417873,2440564.7524876413,761.5713572152007,909.4762725270679,14749188.327477932,244.05647524876412
21870243,1739845319,2025-02-18 10:21:59,86576241928269003650678820870,1773,1.1940933861509944,16658291477504602393442244,53,180,180,0,True,6.1723636186616915e-06,0.0005169106198771147,8561152186464262072740576,105.73057815539077,12060.0,0.0013835621486887129,2440564.7524876413,761.5713572152007,909.4762725270679,14749188.327477932,244.05647524876412
21871243,1739857379,2025-02-18 13:42:59,86576229840302507398995812375,1773,1.194093052707095,16658263082335909279839771,55,180,180,0,True,-3.334438993807254e-07,-2.7924440688474017e-05,-28395168693113602473,-0.0001704566685692738,12060.0,7.474251383935659e-05,2440564.7524876413,761.5713572152007,909.4762725270679,14749188.327477932,244.05647524876412
21872243,1739869439,2025-02-18 17:03:59,86576389894707743459193034021,1773,1.1940974677764593,16658263082335909279839771,55,180,180,0,True,4.415069364327451e-06,0.0003697424881853362,0,0.0,12060.0,0.0009896521598585623,2440564.7524876413,761.5713572152007,909.4762725270679,14749188.327477932,244.05647524876412
21873243,1739881535,2025-02-18 20:25:35,86576364474384759535005729914,1773,1.1940967665612925,16658263091487000617421330,57,180,180,0,True,-7.012151668206457e-07,-5.872344475584437e-05,9151091337581559,5.4934246699976745e-08,12096.0,0.0001569450077482261,2440564.7524876413,761.5713572152007,909.4762725270679,14749188.327477932,244.05647524876412
21874243,1739893571,2025-02-18 23:46:11,86579557272747612549815193327,1774,1.194184840957212,10421934122665899154714189,60,180,180,0,True,8.807439591951294e-05,0.007375817302742199,-6236328968821101462707141,-37.43685001594254,12036.0,0.019761774191683686,2440564.7524876413,761.5713572152007,909.4762725270679,14749188.327477932,244.05647524876412
21875243,1739905631,2025-02-19 03:07:11,86579688362974943533180482433,1774,1.1941884571937862,11387734511132706947927509,63,180,180,0,True,3.616236574188747e-06,0.0003028205056840374,965800388466807793213320,9.266997633062749,12060.0,0.0008105288872006759,3930411.4673579866,1213.673053966108,1449.5231976325658,14121031.991460491,393.0411467357987
21876243,1739917715,2025-02-19 06:28:35,86579718647222523968281940678,1774,1.1941892926115592,11388316435153164652026311,66,180,180,0,True,8.354177729597012e-07,6.995694590139003e-05,581924020457704098802,0.005110094724186029,12084.0,0.0001870606134470795,3930411.4673579866,1213.673053966108,1449.5231976325658,14121031.991460491,393.0411467357987
21877243,1739929799,2025-02-19 09:49:59,86579474639842327575459350036,1774,1.1941825614603225,11222749835708731728265462,67,180,180,0,True,-6.731151236616384e-06,-0.000563658649282988,-165566599444432923760849,-1.4538285828919029,12084.0,0.0015071889052768515,3930411.4673579866,1213.673053966108,1449.5231976325658,14121031.991460491,393.0411467357987
21878243,1739941907,2025-02-19 13:11:47,86579354177636915304565031860,1774,1.1941792384148648,11222749835708731728265462,67,180,180,0,True,-3.323045457692686e-06,-0.00027826946774612535,0,0.0,12108.0,0.0007433378076136547,3930411.4673579866,1213.673053966108,1449.5231976325658,14121031.991460491,393.0411467357987
21879243,1739953979,2025-02-19 16:32:59,86579952562223059881290438937,1774,1.194195745373724,11222749835708731728265462,67,180,180,0,True,1.650695885913045e-05,0.0013822848637899225,0,0.0,12072.0,0.003697982148382155,3930411.4673579866,1213.673053966108,1449.5231976325658,14121031.991460491,393.0411467357987
21880243,1739966063,2025-02-19 19:54:23,86579959410350082396924449277,1774,1.19419593428592,11222749835708731728265462,67,180,180,0,True,1.8891219610850385e-07,1.5819198556044404e-05,0,0.0,12084.0,4.2299573659290104e-05,3930411.4673579866,1213.673053966108,1449.5231976325658,14121031.991460491,393.0411467357987
21881243,1739978099,2025-02-19 23:14:59,86582462922760220533610657208,1775,1.1942649970941326,10724145016834650211070218,70,180,180,0,True,6.906280821250554e-05,0.005783205772995891,-498604818874081517195244,-4.442804358764306,12036.0,0.01549474477187723,3930411.4673579866,1213.673053966108,1449.5231976325658,14121031.991460491,393.0411467357987
21882243,1739990147,2025-02-20 02:35:47,86583309191660270173562673702,1775,1.194288343028876,10724145016834650211070218,70,180,180,0,True,2.334593474340174e-05,0.001954837058794046,0,0.0,12048.0,0.005234918869290773,5669633.301689357,1734.8931877202824,2072.012102729127,12545120.003014922,566.9633301689356
21883243,1740002207,2025-02-20 05:56:47,86585694402917589102391218993,1776,1.1943541448390436,8824944729064893099060242,72,180,180,0,True,6.580181016757614e-05,0.005509708819621725,-1899200287769757112009976,-17.709572975639666,12060.0,0.014747277923864691,5669633.301689357,1734.8931877202824,2072.012102729127,12545120.003014922,566.9633301689356
21884243,1740014303,2025-02-20 09:18:23,86585690100642824822566872214,1776,1.1943540261487768,8824944729064893099060242,72,180,180,0,True,-1.1869026672606253e-07,-9.937610819951376e-06,0,0.0,12096.0,2.6559382093825507e-05,5669633.301689357,1734.8931877202824,2072.012102729127,12545120.003014922,566.9633301689356
21885243,1740026363,2025-02-20 12:39:23,86583626108487391340681671899,1775,1.1942970858401303,22874580026365010873677646,74,180,180,0,True,-5.694030864655808e-05,-0.0047674564994906465,14049635297300117774617404,159.20366335018215,12060.0,0.012760566536209559,5669633.301689357,1734.8931877202824,2072.012102729127,12545120.003014922,566.9633301689356
21886243,1740038483,2025-02-20 16:01:23,86583714283151151795140678345,1775,1.194299518327711,22878099459715958557908738,75,180,180,0,True,2.4324875806946977e-06,0.00020367525044939387,3519433350947684231092,0.015385783463089686,12120.0,0.000543805781295841,5669633.301689357,1734.8931877202824,2072.012102729127,12545120.003014922,566.9633301689356
21887243,1740050531,2025-02-20 19:22:11,86583661515153257962280731473,1775,1.1942980626087973,22878099688477847777917594,76,180,180,0,True,-1.455718913634385e-06,-0.00012188893081634331,228761889220008856,9.99916490540727e-07,12048.0,0.00032641015322360873,5669633.301689357,1734.8931877202824,2072.012102729127,12545120.003014922,566.9633301689356
21888243,1740062675,2025-02-20 22:44:35,86583924582590488740119500771,1775,1.1943053198996627,22878099459715958557908738,77,180,180,0,True,7.257290865370081e-06,0.0006076616125054596,-228761889220008856,-9.999164805423973e-07,12144.0,0.0016208312213413204,5669633.301689357,1734.8931877202824,2072.012102729127,12545120.003014922,566.9633301689356
21889243,1740074795,2025-02-21 02:06:35,86585910430287178221461583074,1776,1.1943601045650216,9627560785991072616507456,79,180,180,0,True,5.4784665358909024e-05,0.004587157441742925,-13250538673724885941401282,-57.91800449620651,12120.0,0.012247549621419732,26078941.690675497,7861.222974470582,9384.222187192636,12369142.784264239,2607.8941690675497
