timestamp,datetime,old_range_low,old_range_high,new_range_low,new_range_high,price,trigger,time_since_last,price_change_pct,volatility,rebalance_cost,swap_fee,slippage,gas_cost,portfolio_value
1739312639,2025-02-11 22:23:59,1754,1768,1756,1770,1.19284736705505,time,96516,0.022923361012530633,0.0579800919992225,4.976476051796563,4.96752969654365,5.958861120862763e-36,0.008946355252912874,9930.082917035503
1739409599,2025-02-13 01:19:59,1756,1770,1760,1774,1.1933701333555484,time,96960,0.043825078961204356,0.0018975611597617,4.973992129432245,4.965041853432079,5.949912635875068e-36,0.008950276000166613,9925.109714734725
1739506379,2025-02-14 04:12:59,1760,1774,1762,1776,1.1935963084546086,time,96780,0.0189526361301028,0.0015297395019044,4.971507214825545,4.962555242512135,5.940977539458878e-36,0.008951972313409565,9920.138977809445
1739603279,2025-02-15 07:07:59,1762,1776,1764,1778,1.19383175796079,time,96900,0.019726058510202506,0.0014196230404622,4.96902371568236,4.960069977497653,5.9320562218139506e-36,0.008953738184705925,9915.170931279623
1739700251,2025-02-16 10:04:11,1764,1778,1765,1779,1.1939265642278682,time,96972,0.007941342358004606,0.0005489715352688,4.9665404088987675,4.957585959667059,5.923148310094837e-36,0.008954449231709013,9910.205378925219
1739797043,2025-02-17 12:57:23,1765,1779,1766,1780,1.19402848085007,time,96792,0.008536255516497067,0.0046568759466506,4.964058419018893,4.9551032054125175,5.91425384508407e-36,0.008955213606375526,9905.242352406016
1739893571,2025-02-18 15:46:11,1766,1780,1767,1781,1.194184840957212,time,96528,0.013095173997073365,0.0197617741916836,4.961578073265492,4.952621686958313,5.905372709355523e-36,0.008956386307179091,9900.28179584336
1739990147,2025-02-19 18:35:47,1767,1781,1768,1782,1.194288343028876,time,96576,0.008667173465459702,0.0052349188692907,4.9590985664702485,4.950141403897532,5.896504883705005e-36,0.00895716257271657,9895.323709228593
1740086843,2025-02-20 21:27:23,1768,1782,1769,1783,1.1943741707103637,time,96696,0.007186512535993764,0.0031538367119451,4.956620170663107,4.947662364382779,5.8876503795112124e-36,0.008957806280327728,9890.368108594894
1740183455,2025-02-22 00:17:35,1769,1783,1763,1777,1.1937319707961251,time,96612,-0.05376873763575904,0.0084619945106115,4.954137469715805,4.945184479934834,5.878808863429973e-36,0.008952989780970939,9885.414822399953
1740280091,2025-02-23 03:08:11,1763,1777,1766,1780,1.1939855163389763,time,96636,0.021239737985913176,0.001082521926309,4.951662608433187,4.942707717060645,5.86998019930655e-36,0.008954891372542323,9880.463771512857
1740376595,2025-02-24 05:56:35,1766,1780,1768,1782,1.1943100560518622,time,96504,0.02718121019432799,0.0170782835262001,4.949189671939065,4.940232346518676,5.861165334387957e-36,0.008957325420388967,9875.515503365412
1740473231,2025-02-25 08:47:11,1768,1782,1766,1780,1.1940048029219044,time,96636,-0.025558951665113308,0.0260830531962169,4.946713051338744,4.937758015316829,5.852362994220757e-36,0.008955036021914284,9870.56931758232
1740569747,2025-02-26 11:35:47,1766,1780,1767,1781,1.1941958451315124,time,96516,0.016000120698055405,0.0101660332508655,4.94424158701648,4.935285118177993,5.843574565375429e-36,0.008956468838486343,9865.62599476897
